Name,Parent,Opening,ROC,Domestic,Budget,Mkting,Distrib,Year,Genre,ParentRev,NProfit,Date,GProfit,Total,Overseas
Casa De Mi Padre,Lionsgate,2.287239,-91.3,5.909,40,20,Lionsgate,2012,Comedy,5.227,-54.773,16/03/2012,-34.773,8.042,2.132
Child 44,Lionsgate,0.621812,-94.9,1.224,110,55,Lionsgate/Summit,2015,Drama,8.418,-156.582,17/04/2015,-101.582,12.951,11.727
Saving Private Perez,Lionsgate,0.664517,-95.5,1.401,90,45,Lionsgate,2011,Foreign,6.065,-128.935,02/09/2011,-83.935,9.33,7.93
Pulling Strings,Lionsgate,2.467168,-95.9,5.843,84,42,Lionsgate,2013,Romantic Comedy,5.129,-120.871,04/10/2013,-78.871,7.891,2.049
The Perfect Match,Lionsgate,4.294232,-96.8,9.67,140,70,Lionsgate,2016,Romantic Comedy,6.77,-203.23,11/03/2016,-133.23,10.415,0.745
Stand Up Guys,Lionsgate,1.48639,-96.8,3.31,45,22.5,Lionsgate,2013,Action Comedy,2.151,-65.349,01/02/2013,-42.849,3.31,3.31
Ladrones,Lionsgate,1.411031,-96.9,3.064,30,30,Lionsgate,2015,Comedy,1.838,-58.162,09/10/2015,-28.162,3.064,0
Girl in Progress,Lionsgate,1.384078,-97.4,2.609,78,39,Lionsgate,2012,Comedy / Drama,2.99,-114.01,11/05/2012,-75.01,4.6,1.99
Pastorela,Lionsgate,0.082175,-97.5,0.161,35,35,Lionsgate,2011,Foreign,1.746,-68.254,02/12/2011,-33.254,2.91,2.749
Spare Parts,Lionsgate,1.335768,-97.8,3.619,70,35,Lionsgate,2015,Family,2.352,-102.648,16/01/2015,-67.648,3.619,0
The Devil's Double,Lionsgate,0.096414,-97.9,1.362,19.1,19.1,Lionsgate,2011,Drama,0.817,-37.383,29/07/2011,-18.283,1.362,1.362
American Pastoral,Lionsgate,0.149038,-98.1,0.544,8.5,8.5,Lionsgate,2016,Drama,0.326,-16.674,21/10/2016,-8.174,0.544,0.544
Busco Novio Para Mi Mujer,Lionsgate,0.902457,-98.9,1.742,70,35,Lionsgate,2016,Comedy,1.132,-103.868,19/02/2016,-68.868,1.742,0
Compadres,Lionsgate,1.397434,-99,3.128,140,70,Pantelion,2016,Action,2.033,-207.967,22/04/2016,-137.967,3.128,0
The Vatican Tapes,Lionsgate,0.832271,-99.3,1.785,110,55,Lionsgate,2015,Horror,1.16,-163.84,24/07/2015,-108.84,1.785,0
Freeheld,Lionsgate,0.037983,-99.4,0.573,30,30,Lionsgate,2015,Drama,0.344,-59.656,02/10/2015,-29.656,0.573,0
The Inevitable Defeat of Mister and Pete,Lionsgate,0.254279,-99.7,0.495,84,42,Lionsgate,2013,Drama,0.322,-125.678,11/10/2013,-83.678,0.495,0.495
Heist (2015),Lionsgate,0.028688,-99.8,0.05,8.9,8.9,Lionsgate Premiere,2015,Action Thriller,0.03,-17.77,13/11/2015,-8.87,0.05,0.05
She's Funny That Way,Lionsgate,0.0336,-100,0.112,110,55,Lionsgate Premiere,2015,Comedy,0.073,-164.927,21/08/2015,-109.927,0.112,0
Knock Knock,Lionsgate,0.018623,-100,0.036,30,30,Lionsgate Premiere,2015,Horror Thriller,0.022,-59.978,09/10/2015,-29.978,0.036,0
Extraction,Lionsgate,0.010948,-100,0.017,160,80,Lionsgate Premiere,2015,Thriller,0.011,-239.989,18/12/2015,-159.989,0.017,0
The Amazing Spider-Man 2,Sony,91.608337,22.89021333,202.854,250,125,Sony / Columbia,2014,Action / Adventure,460.8383,85.8383,02/05/2014,210.8383,708.982,506.128
Wolf Totem,Sony,0.0633,822.5,0.211,3,4.5,Sony / Columbia,2015,Adventure,69.189,61.689,11/09/2015,66.189,125.799,125.588
The Ides of March,Sony,10.470143,169.6516129,40.963,12.5,3,Sony / Columbia,2011,Thriller,41.796,26.296,07/10/2011,29.296,75.993,35.03
The Mermaid (Mei ren yu),Sony,0.985052,493.4,3.233,28,28,Sony / Columbia,2016,Fantasy Drama,332.286,276.286,19/02/2016,304.286,553.81,550.577
War Room,Sony,11.351389,397.1,67.79,3,4.5,TriStar,2015,Drama,37.285,29.785,28/08/2015,34.285,67.79,0
Don't Breathe,Sony,26.411706,374.7,89.218,9.9,9.9,Sony / Screen Gems,2016,Horror Thriller,93.985,74.185,26/08/2016,84.085,156.642,67.424
Ghostbusters (30th Anniversary re-release),Sony,1.756513,344.0553333,242.212,15,15,Sony / Columbia,2014,Horror Comedy,133.2166,103.2166,29/08/2014,118.2166,242.212,0
The Karate Kid,Sony,55.665805,289.1,176.592,40,20,Sony / Columbia,2010,Action Drama,233.432,173.432,11/06/2010,193.432,359.126,182.534
Courageous,Sony,9.112839,279.7,34.522,2,3,TriStar,2011,Drama,18.987,13.987,30/09/2011,16.987,34.522,0
Coming Home (2015),Sony,0.026361,243,0.378,3,4.5,Sony Classics,2015,Foreign,25.728,18.228,09/09/2015,22.728,46.778,46.4
The Skin I Live In,Sony,0.223119,239.3,3.186,2,3,Sony Classics,2011,Foreign,16.963,11.963,14/10/2011,14.963,30.842,27.656
Whiplash,Sony,0.135388,226.5,13.092,3.3,4.95,Sony Classics,2014,Drama,26.94,18.69,10/10/2014,23.64,48.982,35.89
Bad Teacher,Sony,31.603106,224.3,100.293,20,20,Sony / Columbia,2011,Comedy,129.718,89.718,24/06/2011,109.718,216.197,115.904
22 Jump Street,Sony,57.071445,187.2,191.719,50,25,Sony / Columbia,2014,Action Comedy,215.367,140.367,13/06/2014,165.367,331.334,139.615
Easy A,Sony,17.73404,181.1,58.401,8,8,Sony / Screen Gems,2010,Romantic Comedy,44.971,28.971,17/09/2010,36.971,74.952,16.551
American Hustle,Sony,45.0354,172.1,150.118,40,20,Sony / Columbia,2013,Drama,163.262,103.262,13/12/2013,123.262,251.172,101.054
Midnight in Paris,Sony,17.0451,166.7,56.817,17,17,Sony Classics,2011,Romantic Comedy,90.671,56.671,20/05/2011,73.671,151.119,94.302
Still Alice,Sony,48.99,163.3,18.754,5,5,Sony Classics,2015,Drama,26.331,16.331,16/01/2015,21.331,43.885,25.131
Hotel Transylvania 2,Sony,48.464322,156.3,169.7,80,40,Sony / Columbia,2015,Animation,307.598,187.598,25/09/2015,227.598,473.227,303.527
Heaven is for Real,Sony,22.522221,153.3,91.443,12,12,TriStar,2014,Drama,60.8,36.8,16/04/2014,48.8,101.333,9.89
The Social Network,Sony,22.445653,143.7,96.963,40,20,Sony / Columbia,2010,Comedy / Drama,146.198,86.198,01/10/2010,106.198,224.92,127.957
Think Like a Man,Sony,33.636303,140.2,91.547,12,12,Sony / Screen Gems,2012,Comedy,57.643,33.643,20/04/2012,45.643,96.071,4.524
Skyfall,Sony,88.364714,140.2,304.36,200,100,Sony / Columbia,2012,Action,720.565,420.565,09/11/2012,520.565,1108.561,804.201
Sausage Party,Sony,34.263534,122.2,97.686,19,19,Sony / Columbia,2016,Animation,84.452,46.452,12/08/2016,65.452,140.753,43.067
The Smurfs,Sony,35.611637,122.1,142.614,110,55,Sony / Columbia,2011,Family Comedy,366.437,201.437,29/07/2011,256.437,563.749,421.135
Resident Evil:,Sony,26.650264,116.8,60.129,60,30,Sony / Screen Gems,2010,Action Horror,195.148,105.148,10/09/2010,135.148,300.228,240.099
The Shallows,Sony,16.800868,110.2,55.124,17,17,Sony / Columbia,2016,Horror,71.461,37.461,24/06/2016,54.461,119.101,63.977
21 Jump Street,Sony,36.302612,108,138.448,42,21,Sony / Columbia,2012,Action Comedy,131.03,68.03,16/03/2012,89.03,201.585,63.137
The Angry Birds Movie,Sony,38.155177,107.6,107.509,73,36.5,Sony / Columbia,2016,Animation,227.357,117.857,20/05/2016,154.357,349.78,242.271
One Direction:,Sony,15.815497,105.6,28.873,10,10,TriStar,2013,Concert,41.12,21.12,30/08/2013,31.12,68.533,39.66
The Vow,Sony,41.202458,96.1,125.014,30,30,Sony / Screen Gems,2012,Drama,117.669,57.669,10/02/2012,87.669,196.115,71.101
Billy Lynn's Long Halftime Walk,Sony,0.5214,85.6,1.738,5,5,TriStar,2016,War,18.559,8.559,11/11/2016,13.559,30.931,29.193
Hotel Transylvania,Sony,42.522194,82.7,148.313,85,42.5,Sony / Columbia,2012,Animation,232.944,105.444,28/09/2012,147.944,358.376,210.063
Looper,Sony,20.801552,76.5,66.486,30,30,TriStar,2012,Sci-Fi Action,105.904,45.904,28/09/2012,75.904,176.507,110.021
Captain Phillips,Sony,25.718314,72.4,107.101,55,27.5,Sony / Columbia,2013,Drama,142.215,59.715,11/10/2013,87.215,218.792,111.691
Evil Dead (2013),Sony,25.775847,72.1,54.24,17,17,TriStar,2013,Horror,58.526,24.526,05/04/2013,41.526,97.543,43.303
Jumping the Broom,Sony,15.215487,71.4,37.295,6.6,6.6,TriStar,2011,Comedy,22.627,9.427,06/05/2011,16.027,37.711,0.416
Miracles from Heaven,Sony,14.812393,70.5,61.705,13,13,TriStar,2016,Drama,44.33,18.33,16/03/2016,31.33,73.883,12.178
Wild Tales,Sony,0.0851,62,3.107,5,5,Sony Classics,2015,Foreign,16.204,6.204,20/02/2015,11.204,27.007,23.9
Resident Evil:,Sony,21.052227,60,42.346,65,32.5,Sony / Screen Gems,2012,Action Horror,156.003,58.503,14/09/2012,91.003,240.004,197.658
The Call,Sony,17.118745,58.2,51.872,13,13,TriStar,2013,Thriller,41.143,15.143,15/03/2013,28.143,68.572,16.7
Spectre,Sony,70.403148,55.8,200.075,245,122.5,Sony / Columbia,2015,Action,572.439,204.939,06/11/2015,327.439,880.675,680.6
Cloudy with a Chance of Meatballs 2,Sony,34.01793,52.4,119.794,78,39,Sony / Columbia,2013,Animation,178.312,61.312,27/09/2013,100.312,274.326,154.532
The Equalizer,Sony,34.137828,51.5,101.531,55,27.5,Sony / Columbia,2014,Thriller,125.015,42.515,26/09/2014,70.015,192.331,90.8
The Perfect Guy,Sony,25.888154,50.7,57.027,12,12,Sony / Screen Gems,2015,Thriller,36.164,12.164,11/09/2015,24.164,60.273,3.246
Eat Pray Love,Sony,23.104523,47.8,80.574,60,30,Sony / Columbia,2010,Drama,132.986,42.986,13/08/2010,72.986,204.594,124.02
The Bounty Hunter,Sony,20.686423,47.7,67.061,40,20,Sony / Columbia,2010,Action Comedy,88.617,28.617,19/03/2010,48.617,136.334,69.273
Grown Ups,Sony,40.506562,47,162.001,80,40,Sony / Columbia,2010,Comedy,176.43,56.43,25/06/2010,96.43,271.43,109.429
Zero Dark Thirty,Sony,28.7163,43.9,95.721,40,20,Sony / Columbia,2012,Thriller,86.334,26.334,19/12/2012,46.334,132.821,37.1
The Smurfs 2,Sony,17.548389,43.4,71.018,105,52.5,Sony / Columbia,2013,Family Comedy,225.904,68.404,31/07/2013,120.904,347.545,276.527
The Amazing Spider-Man,Sony,62.004688,42.8,262.031,230,115,Sony / Columbia,2012,Action / Adventure,492.655,147.655,03/07/2012,262.655,757.931,495.9
Dear John,Sony,30.468614,38,80.015,25,25,Sony / Screen Gems,2010,Romance,68.986,18.986,05/02/2010,43.986,114.977,34.962
Sex Tape,Sony,14.608152,36.6,38.543,40,20,Sony / Columbia,2014,Comedy,81.945,21.945,18/07/2014,41.945,126.07,87.527
Made in Dagenham,Sony,0.037563,36.3,1.095,2,3,Sony Classics,2010,Drama,6.817,1.817,19/11/2010,4.817,12.395,11.3
Fury (2014),Sony,23.702421,35,85.818,68,34,Sony / Columbia,2014,War,137.682,35.682,17/10/2014,69.682,211.818,126
Grown Ups 2,Sony,41.508572,33.8,133.669,80,40,Sony / Columbia,2013,Comedy,160.54,40.54,12/07/2013,80.54,246.984,113.315
Julieta,Sony,0.064044,32.3,1.075,5,5,Sony Classics,2016,Drama,13.231,3.231,21/12/2016,8.231,22.052,20.977
Battle:,Sony,35.573187,31.1,83.552,70,35,Sony / Columbia,2011,Sci-Fi Action,137.682,32.682,11/03/2011,67.682,211.819,128.267
Friends with Benefits,Sony,18.62215,28.2,55.803,35,35,Sony / Screen Gems,2011,Comedy,89.725,19.725,22/07/2011,54.725,149.542,93.739
Inferno,Sony,14.860425,27.1,34.344,75,37.5,Sony / Columbia,2016,Thriller,143.014,30.514,28/10/2016,68.014,220.021,185.677
No Good Deed (2014),Sony,24.250283,23.5,52.544,13.2,13.2,Sony / Screen Gems,2014,Thriller,32.594,6.194,12/09/2014,19.394,54.323,1.779
Pixels,Sony,24.011616,20.6,78.748,88,44,Sony / Columbia,2015,Action Comedy,159.169,27.169,24/07/2015,71.169,244.875,166.127
The Tourist,Sony,16.472458,20.6,67.631,100,50,Sony / Columbia,2010,Romantic Thriller,180.925,30.925,10/12/2010,80.925,278.346,210.715
MIB 3,Sony,54.592779,20.2,179.021,225,112.5,Sony / Columbia,2012,Sci-Fi Comedy,405.618,68.118,25/05/2012,180.618,624.027,445.006
This is the End,Sony,20.719162,18.2,101.47,32,32,Sony / Columbia,2013,Comedy,75.625,11.625,12/06/2013,43.625,126.041,24.571
About Last Night (2014),Sony,25.649011,17.6,48.638,12.5,12.5,Sony / Screen Gems,2014,Romantic Comedy,29.402,4.402,14/02/2014,16.902,49.003,0.365
Just Go With It,Sony,30.514732,16.4,103.028,80,40,Sony / Columbia,2011,Romantic Comedy,139.715,19.715,11/02/2011,59.715,214.946,111.918
Salt,Sony,36.011243,15.6,118.311,110,55,Sony / Columbia,2010,Action Thriller,190.777,25.777,23/07/2010,80.777,293.503,175.192
Passengers (2016),Sony,14.869736,15.5,97.823,110,55,Sony / Columbia,2016,Sci-Fi,190.535,25.535,21/12/2016,80.535,293.131,195.308
Goosebumps,Sony,23.618556,12.2,80.08,58,29,Sony / Columbia,2015,Horror Comedy,97.611,10.611,16/10/2015,39.611,150.171,70.091
The Girl with the Dragon Tattoo (2011),Sony,12.768604,12,102.516,90,45,Sony / Columbia,2011,Thriller,151.201,16.201,21/12/2011,61.201,232.617,130.101
Elysium,Sony,29.807393,7.8,93.05,115,57.5,TriStar,2013,Sci-Fi,185.992,13.492,09/08/2013,70.992,286.141,193.091
Paul Blart:,Sony,23.762435,7.6,71.038,30,30,Sony / Columbia,2015,Comedy,64.553,4.553,17/04/2015,34.553,107.588,36.55
RoboCop (2014),Sony,21.68143,5.2,58.607,100,50,Sony / Columbia,2014,Sci-Fi Action,157.748,7.748,12/02/2014,57.748,242.689,184.082
The Wedding Ringer,Sony,20.649306,4.1,64.46,23,23,Sony / Screen Gems,2015,Comedy,47.88,1.88,16/01/2015,24.88,79.8,15.34
Money Monster,Sony,14.788157,3.6,41.012,27,27,TriStar,2016,Drama / Thriller,55.97,1.97,13/05/2016,28.97,93.283,52.271
Ghost Rider:,Sony,22.115334,0.8,51.774,57,28.5,Sony / Columbia,2012,Action Horror,86.167,0.667,17/02/2012,29.167,132.564,80.79
Underworld Awakening,Sony,25.306725,-0.89,62.321,70,35,Sony / Screen Gems,2012,Action Horror,104.073,-0.927,20/01/2012,34.073,160.113,97.792
Tim's Vermeer,Sony,0.049777,-0.908095,1.671,5,5,Sony Classics,2014,Documentary,0.91905,-9.08095,31/01/2014,-4.08095,1.671,0
Eat That Question:,Sony,0.016695,-0.980475,0.355,5,5,Sony Classics,2016,Documentary,0.19525,-9.80475,24/06/2016,-4.80475,0.355,0
The Hollars,Sony,0.03821,-0.985280263,1.017,19,19,Sony Classics,2016,Comedy / Drama,0.55935,-37.44065,26/08/2016,-18.44065,1.017,0
The Bronze,Sony,0.386328,-0.986969231,0.616,13,13,Sony Classics,2016,Comedy,0.3388,-25.6612,18/03/2016,-12.6612,0.616,0
Equity,Sony,0.082434,-0.995913194,1.605,144,72,Sony Classics,2016,Drama,0.88275,-215.11725,29/07/2016,-143.11725,1.605,0
The Guard,Sony,0.076834,-2.2,5.36,6,6,Sony Classics,2011,Comedy Thriller,11.736,-0.264,29/07/2011,5.736,19.56,14.2
The Pirates! Band of Misfits,Sony,11.137734,-3,31.051,55,27.5,Sony / Columbia,2012,Animation,79.985,-2.515,27/04/2012,24.985,123.054,92.003
The Monuments Men,Sony,22.003433,-4.1,78.032,70,35,Sony / Columbia,2014,Action Drama,100.74,-4.26,07/02/2014,30.74,154.984,76.952
Moneyball,Sony,19.501302,-4.5,75.605,50,25,Sony / Columbia,2011,Sports Drama,71.634,-3.366,23/09/2011,21.634,110.206,34.601
When the Bough Breaks,Sony,14.202323,-8,29.748,10,10,Sony / Screen Gems,2016,Drama,18.395,-1.605,09/09/2016,8.395,30.658,0.91
Zookeeper,Sony,20.065617,-8,80.361,80,40,Sony / Columbia,2011,Comedy,110.404,-9.596,08/07/2011,30.404,169.853,89.492
Chappie,Sony,13.346782,-9.7,31.569,49,24.5,Sony / Columbia,2015,Sci-Fi Action,66.345,-7.155,06/03/2015,17.345,102.069,70.5
Annie (2014),Sony,15.861939,-10.8,85.911,65,32.5,Sony / Columbia,2014,Musical,86.984,-10.516,19/12/2014,21.984,133.822,47.911
Deliver Us From Evil,Sony,9.740471,-12.1,30.577,30,30,Sony / Screen Gems,2014,Horror,52.763,-7.237,02/07/2014,22.763,87.938,57.361
Think Like a Man Too,Sony,29.241911,-12.3,65.182,24,24,Sony / Screen Gems,2014,Comedy,42.109,-5.891,20/06/2014,18.109,70.181,4.999
The 5th Wave,Sony,10.326356,-13.2,34.917,38,38,Sony / Columbia,2016,Sci-Fi Action,65.944,-10.056,22/01/2016,27.944,109.906,74.989
Inside Job,Sony,0.039649,-13.4,4.313,2,3,Sony Classics,2010,Documentary,4.33,-0.67,08/10/2010,2.33,7.872,3.559
Carrie (2013),Sony,16.101552,-15.2,35.267,30,30,Sony / Screen Gems,2013,Horror,50.875,-9.125,18/10/2013,20.875,84.791,49.524
The Green Hornet,Sony,33.526876,-17.7,98.78,120,60,Sony / Columbia,2011,Action / Adventure,148.081,-31.919,14/01/2011,28.081,227.817,129.037
Jack and Jill,Sony,25.003575,-17.9,74.158,79,39.5,Sony / Columbia,2011,Comedy,97.288,-21.212,11/11/2011,18.288,149.674,75.516
After Earth,Sony,27.52004,-18.7,60.522,130,65,Sony / Columbia,2013,Sci-Fi,158.498,-36.502,31/05/2013,28.498,243.843,183.321
Arthur Christmas,Sony,12.068931,-19.1,46.462,79,39.5,Sony / Columbia,2011,Animation,95.822,-22.678,23/11/2011,16.822,147.419,100.957
Soul Surfer,Sony,10.601862,-21.5,43.853,18,18,TriStar,2011,Sports Drama,28.253,-7.747,08/04/2011,10.253,47.089,3.236
Legion (2010),Sony,17.501625,-21.6,40.168,26,26,Sony / Screen Gems,2010,Horror Thriller,40.751,-11.249,22/01/2010,14.751,67.919,27.751
The Magnificent Seven (2016),Sony,34.703397,-21.8,93.433,90,45,Sony / Columbia,2016,Western,105.535,-29.465,23/09/2016,15.535,162.361,68.928
The Roommate,Sony,15.002635,-24.1,37.3,16,16,Sony / Screen Gems,2011,Thriller,24.296,-7.704,04/02/2011,8.296,40.493,3.193
Another Year,Sony,0.111869,-26,3.206,8,8,Sony Classics,2010,Drama,11.834,-4.166,29/12/2010,3.834,19.723,16.517
The Other Guys,Sony,35.543162,-26.1,119.22,100,50,Sony / Columbia,2010,Action Comedy,110.781,-39.219,06/08/2010,10.781,170.433,51.213
The Secret in Their Eyes,Sony,0.167866,-27.2,6.391,14,14,Sony Classics,2010,Crime Drama,20.379,-7.621,16/04/2010,6.379,33.965,27.574
Burlesque,Sony,11.947744,-29.5,39.441,55,27.5,Sony / Screen Gems,2010,Musical,58.188,-24.312,24/11/2010,3.188,89.52,50.079
Death at a Funeral (2010),Sony,16.21754,-29.9,42.739,21,21,Sony / Screen Gems,2010,Comedy,29.431,-12.569,16/04/2010,8.431,49.051,6.312
Risen,Sony,11.801271,-30.9,36.88,20,20,Sony / Columbia,2016,Action / Adventure,27.642,-12.358,19/02/2016,7.642,46.07,9.19
Ghostbusters (2016),Sony,46.018755,-31,128.351,144,72,Sony / Columbia,2016,Horror Comedy,148.946,-67.054,15/07/2016,4.946,229.148,100.797
Ricki and the Flash,Sony,6.610961,-31.1,26.822,18,18,TriStar,2015,Comedy / Drama,24.795,-11.205,07/08/2015,6.795,41.325,14.503
The Mortal Instruments:,Sony,9.336957,-31.1,31.165,60,30,Sony / Screen Gems,2013,Fantasy Drama,62.008,-27.992,21/08/2013,2.008,95.397,64.232
Total Recall (2012),Sony,25.577758,-31.2,58.878,125,62.5,Sony / Columbia,2012,Sci-Fi Action,129.004,-58.496,03/08/2012,4.004,198.467,139.589
Amour,Sony,0.068266,-33.1,6.739,8.9,8.9,Sony Classics,2012,Foreign,11.903,-5.897,19/12/2012,3.003,19.839,13.1
Colombiana,Sony,10.408176,-34,36.666,40,20,TriStar,2011,Action,39.628,-20.372,26/08/2011,-0.372,60.966,24.3
Takers,Sony,20.512304,-35.3,57.745,32,32,Sony / Screen Gems,2010,Action / Crime,41.434,-22.566,27/08/2010,9.434,69.056,11.311
The Night Before,Sony,9.880536,-37.1,43.047,25,25,Sony / Columbia,2015,Comedy,31.438,-18.562,20/11/2015,6.438,52.396,9.349
Moms' Night Out,Sony,4.311083,-37.4,10.43,5,5,TriStar,2014,Comedy,6.258,-3.742,09/05/2014,1.258,10.43,0
When the Game Stands Tall,Sony,8.381509,-39.7,30.128,15,15,TriStar,2014,Sports Drama,18.077,-11.923,22/08/2014,3.077,30.128,0
White House Down,Sony,24.852258,-40.7,73.104,150,75,Sony / Columbia,2013,Action Drama,133.489,-91.511,28/06/2013,-16.511,205.367,132.263
Priest,Sony,14.953664,-43.4,29.137,60,30,Sony / Screen Gems,2011,Action Horror,50.901,-39.099,13/05/2011,-9.099,78.309,49.172
Magic in the Moonlight,Sony,3.1617,-44.7,10.539,40,20,Sony Classics,2014,Comedy / Drama,33.169,-26.831,25/07/2014,-6.831,51.029,40.49
Blue Jasmine,Sony,10.0215,-47.2,33.405,80,40,Sony Classics,2013,Comedy,63.378,-56.622,26/07/2013,-16.622,97.505,64.1
Sparkle (2012),Sony,11.643342,-47.2,24.397,14,14,TriStar,2012,Music Drama,14.782,-13.218,17/08/2012,0.782,24.637,0.24
In a Better World,Sony,0.033058,-47.5,1.008,5.5,5.5,Sony Classics,2011,Foreign,5.778,-5.222,01/04/2011,0.278,9.63,8.622
The Walk,Sony,3.0414,-47.6,10.138,35,35,TriStar,2015,Adventure,36.709,-33.291,30/09/2015,1.709,61.182,51.044
Pompeii,Sony,10.340823,-48.9,23.22,100,50,TriStar,2014,Action Drama,76.591,-73.409,21/02/2014,-23.409,117.832,94.612
The Lady in the Van,Sony,3.0063,-50.3,10.021,25,25,Sony Classics,2015,Drama,24.833,-25.167,04/12/2015,-0.167,41.388,31.367
You Will Meet a Tall Dark Stranger,Sony,0.160103,-53.3,3.248,22,22,Sony Classics,2010,Romance,20.566,-23.434,22/09/2010,-1.434,34.276,31.028
The Company You Keep,Sony,1.5399,-54.7,5.133,13,13,Sony Classics,2013,Thriller,11.78,-14.22,05/04/2013,-1.22,19.633,14.5
To Rome with Love,Sony,5.0058,-54.7,16.686,70,35,Sony Classics,2012,Comedy,47.609,-57.391,22/06/2012,-22.391,73.245,56.559
30 Minutes or Less,Sony,13.330118,-56.6,37.054,28,28,Sony / Columbia,2011,Action Comedy,24.328,-31.672,12/08/2011,-3.672,40.547,3.493
Concussion (2015),Sony,10.513749,-58.3,34.542,35,35,Sony / Columbia,2015,Drama,29.174,-40.826,25/12/2015,-5.826,48.624,14.082
Get Low,Sony,0.088182,-58.5,9.177,7,7,Sony Classics,2010,Comedy,5.817,-8.183,30/07/2010,-1.183,9.695,0.518
A Prophet (Un prophète),Sony,0.163773,-58.8,2.088,13,13,Sony Classics,2010,Foreign,10.724,-15.276,26/02/2010,-2.276,17.874,15.786
Country Strong,Sony,6.0657,-58.9,20.219,15,15,Sony / Screen Gems,2010,Music Drama,12.317,-17.683,22/12/2010,-2.683,20.529,0.31
Hope Springs,Sony,14.650121,-60.4,63.536,125,62.5,Sony / Columbia,2012,Comedy / Drama,74.283,-113.217,08/08/2012,-50.717,114.281,50.745
The Brothers Grimsby,Sony,3.258327,-62.2,6.875,20,20,Sony / Columbia,2016,Comedy,15.11,-24.89,11/03/2016,-4.89,25.183,18.308
Here Comes the Boom,Sony,11.816596,-62.7,45.29,85,42.5,Sony / Columbia,2012,Comedy,47.515,-79.985,12/10/2012,-37.485,73.1,27.81
The Duelist,Sony,0.007576,-63.4,0.013,5,5,Sony / Columbia,2016,Action Drama,3.661,-6.339,02/12/2016,-1.339,6.102,6.089
That's My Boy,Sony,13.453714,-64.3,36.931,70,35,Sony / Columbia,2012,Comedy,37.517,-67.483,15/06/2012,-32.483,57.719,20.788
Please Give,Sony,0.118123,-68.4,4.034,3,4.5,Sony Classics,2010,Comedy / Drama,2.372,-5.128,30/04/2010,-0.628,4.313,0.279
Stalingrad (2014),Sony,0.510846,-70.5,1.014,100,50,Sony / Columbia,2014,Foreign,44.285,-105.715,28/02/2014,-55.715,68.13,67.116
Premium Rush,Sony,6.030164,-73.4,20.275,35,35,Sony / Columbia,2012,Action Thriller,18.65,-51.35,24/08/2012,-16.35,31.084,10.809
Chloe,Sony,0.900688,-74.9,3.075,14,14,Sony Classics,2010,Drama,7.022,-20.978,26/03/2010,-6.978,11.703,8.628
Battle of the Year,Sony,4.603177,-75.2,8.888,20,20,Sony / Screen Gems,2013,Drama,9.929,-30.071,20/09/2013,-10.071,16.549,7.661
Of Gods and Men,Sony,0.308895,-77.2,3.955,80,40,Sony Classics,2011,Foreign,27.398,-92.602,25/02/2011,-52.602,42.151,38.196
The Last Station,Sony,0.073723,-77.4,6.618,18,18,Sony Classics,2010,Historical Drama,8.131,-27.869,15/01/2010,-9.869,13.551,6.933
Irrational Man,Sony,1.209,-77.8,4.03,37,37,Sony Classics,2015,Comedy,16.435,-57.565,17/07/2015,-20.565,27.391,23.361
Searching for Sugar Man,Sony,0.027459,-77.8,3.696,5,5,Sony Classics,2012,Documentary,2.218,-7.782,27/07/2012,-2.782,3.696,0
Mother and Child,Sony,0.04304,-78.6,1.111,7,7,Sony Classics,2010,Drama,2.989,-11.011,07/05/2010,-4.011,4.981,3.87
Aloha,Sony,9.670235,-78.7,21.067,37,37,Sony / Columbia,2015,Comedy / Drama,15.75,-58.25,29/05/2015,-21.25,26.25,5.183
Before Midnight,Sony,2.4345,-80.3,8.115,17,17,Sony Classics,2013,Drama,6.706,-27.294,24/05/2013,-10.294,11.176,3.061
Celeste and Jesse Forever,Sony,0.107785,-81.4,3.095,5,5,Sony Classics,2012,Comedy / Drama,1.857,-8.143,03/08/2012,-3.143,3.095,0
Take Shelter,Sony,0.052041,-81.4,1.73,5,5,Sony Classics,2011,Drama,1.859,-8.141,30/09/2011,-3.141,3.099,1.369
Love is All You Need,Sony,0.036746,-82.3,1.632,17,17,Sony Classics,2013,Romantic Comedy,6.01,-27.99,03/05/2013,-10.99,10.017,8.385
Pride and Prejudice and Zombies,Sony,5.32424,-82.4,10.938,28,28,Sony / Screen Gems,2016,Comedy,9.843,-46.157,05/02/2016,-18.157,16.405,5.467
How Do You Know,Sony,7.484696,-82.4,30.213,120,60,Sony / Columbia,2010,Comedy / Drama,31.635,-148.365,17/12/2010,-88.365,48.669,18.456
Micmacs,Sony,0.042751,-83.1,1.262,42,21,Sony Classics,2010,Comedy,10.624,-52.376,28/05/2010,-31.376,16.344,15.082
The Eagle Huntress,Sony,0.052574,-83.7475,2.955,5,5,Sony Classics,2016,Documentary,1.62525,-8.37475,02/11/2016,-3.37475,2.955,0
The Raid 2,Sony,0.7881,-84.2,2.627,5,5,Sony Classics,2014,Foreign / Action,1.576,-8.424,28/03/2014,-3.424,2.627,0
Incendies (U.S. only),Sony,0.050679,-84.3,2.071,6.8,6.8,Sony Classics,2011,Foreign,2.129,-11.471,22/04/2011,-4.671,3.549,1.478
